style	slot	stage	stageLabel	itemId	displayName	variantNote	source	wikiRevision
tool-rod	tool	2	Early	309	Fly fishing rod	Fishing 20; feather fishing	rapport	https://oldschool.runescape.wiki/w/Fly_fishing_rod?oldid=15183356
tool-rod	tool	2	Early	22846	Pearl fishing rod	Fishing 5; cosmetic-equivalent aerial-fishing reward	rapport	https://oldschool.runescape.wiki/w/Pearl_fishing_rod?oldid=15189100
tool-rod	tool	2	Early	22844	Pearl fly fishing rod	Fishing 20; cosmetic-equivalent aerial-fishing reward	rapport	https://oldschool.runescape.wiki/w/Pearl_fly_fishing_rod?oldid=15189099
tool-rod	tool	3	Mid	1585	Oily fishing rod	Fishing 20 plus Heroes' Quest preparation; lava-eel use	rapport	https://oldschool.runescape.wiki/w/Oily_fishing_rod?oldid=15248137
tool-rod	tool	3	Mid	11323	Barbarian rod	Fishing 48 plus Barbarian Training	rapport	https://oldschool.runescape.wiki/w/Barbarian_rod?oldid=15194766
tool-rod	tool	3	Mid	23122	Oily pearl fishing rod	Pearl cosmetic variant of oily rod	rapport	https://oldschool.runescape.wiki/w/Oily_pearl_fishing_rod?oldid=15189157
tool-rod	tool	3	Mid	22842	Pearl barbarian rod	Pearl cosmetic variant of barbarian rod	rapport	https://oldschool.runescape.wiki/w/Pearl_barbarian_rod?oldid=15189098
tool-machete	tool	2	Early	975	Machete	Base Tai Bwo Wannai Cleanup tool	rapport	https://oldschool.runescape.wiki/w/Machete?oldid=15184065
tool-machete	tool	3	Mid	6313	Opal machete	First gem machete tier; obtainable through Gabooty/cleanup materials	rapport	https://oldschool.runescape.wiki/w/Opal_machete?oldid=15209492
tool-machete	tool	4	Late	6315	Jade machete	Second gem machete tier	rapport	https://oldschool.runescape.wiki/w/Jade_machete?oldid=15209491
tool-machete	tool	5	End	6317	Red topaz machete	Highest traditional gem machete tier	rapport	https://oldschool.runescape.wiki/w/Red_topaz_machete?oldid=15209490
