item_id	namespace	constant_name	display_name	inferred_label	category	confidence	flags	tags
17446	PLACEHOLDER	EYEGLO_GROUND_MUD_RUNES		Eyeglo Ground Mud Runes	RUNE	MEDIUM	exclude-main-catalog,placeholder,missing-direct-javadoc	rune
17447	PLACEHOLDER	EYEGLO_HAZELMERES_BOOK		Eyeglo Hazelmeres Book	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17448	PLACEHOLDER	EYEGLO_CRYSTAL_SAW		Eyeglo Crystal Saw	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17449	PLACEHOLDER	CRYSTAL_SEED_OLD_SMALL		Crystal Seed Old Small	FARMING	MEDIUM	exclude-main-catalog,placeholder,missing-direct-javadoc	farming
17450	PLACEHOLDER	EYEGLO_CRYSTAL_BOOK		Eyeglo Crystal Book	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17451	PLACEHOLDER	RAG_VINEGAR		Rag Vinegar	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17452	PLACEHOLDER	RAG_POT_VINEGAR		Rag Pot Vinegar	CLEANUP	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	cleanup
17453	PLACEHOLDER	RAG_GOBLIN_BONE		Rag Goblin Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17454	PLACEHOLDER	RAG_POT_GOBLIN_BONE		Rag Pot Goblin Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17455	PLACEHOLDER	RAG_POLISHED_GOBLIN_BONE		Rag Polished Goblin Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17456	PLACEHOLDER	RAG_BEAR_BONE		Rag Bear Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17457	PLACEHOLDER	RAG_POT_BEAR_BONE		Rag Pot Bear Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17458	PLACEHOLDER	RAG_POLISHED_BEAR_BONE		Rag Polished Bear Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17459	PLACEHOLDER	RAG_RAM_BONE		Rag Ram Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17460	PLACEHOLDER	RAG_POT_RAM_BONE		Rag Pot Ram Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17461	PLACEHOLDER	RAG_POLISHED_RAM_BONE		Rag Polished Ram Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17462	PLACEHOLDER	RAG_UNICORN_BONE		Rag Unicorn Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17463	PLACEHOLDER	RAG_POT_UNICORN_BONE		Rag Pot Unicorn Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17464	PLACEHOLDER	RAG_POLISHED_UNICORN_BONE		Rag Polished Unicorn Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17465	PLACEHOLDER	RAG_GIANT_RAT_BONE		Rag Giant Rat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17466	PLACEHOLDER	RAG_POT_GIANT_RAT_BONE		Rag Pot Giant Rat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17467	PLACEHOLDER	RAG_POLISHED_GIANT_RAT_BONE		Rag Polished Giant Rat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17468	PLACEHOLDER	RAG_GIANT_BAT_BONE		Rag Giant Bat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17469	PLACEHOLDER	RAG_POT_GIANT_BAT_BONE		Rag Pot Giant Bat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17470	PLACEHOLDER	RAG_POLISHED_GIANT_BAT_BONE		Rag Polished Giant Bat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17471	PLACEHOLDER	RAG_WOLF_BONE		Rag Wolf Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17472	PLACEHOLDER	RAG_POT_WOLF_BONE		Rag Pot Wolf Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17473	PLACEHOLDER	RAG_POLISHED_WOLF_BONE		Rag Polished Wolf Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17474	PLACEHOLDER	RAG_BAT_BONE		Rag Bat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17475	PLACEHOLDER	RAG_POT_BAT_BONE		Rag Pot Bat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17476	PLACEHOLDER	RAG_POLISHED_BAT_BONE		Rag Polished Bat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17477	PLACEHOLDER	RAG_RAT_BONE		Rag Rat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17478	PLACEHOLDER	RAG_POT_RAT_BONE		Rag Pot Rat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17479	PLACEHOLDER	RAG_POLISHED_RAT_BONE		Rag Polished Rat Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17480	PLACEHOLDER	RAG_BABY_BLUE_DRAGON_BONE		Rag Baby Blue Dragon Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17481	PLACEHOLDER	RAG_POT_BABY_BLUE_DRAGON_BONE		Rag Pot Baby Blue Dragon Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17482	PLACEHOLDER	RAG_POLISHED_BABY_BLUE_DRAGON_BONE		Rag Polished Baby Blue Dragon Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17483	PLACEHOLDER	RAG_OGRE_BONE		Rag Ogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17484	PLACEHOLDER	RAG_POT_OGRE_BONE		Rag Pot Ogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17485	PLACEHOLDER	RAG_POLISHED_OGRE_BONE		Rag Polished Ogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17486	PLACEHOLDER	RAG_JOGRE_BONE		Rag Jogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17487	PLACEHOLDER	RAG_POT_JOGRE_BONE		Rag Pot Jogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17488	PLACEHOLDER	RAG_POLISHED_JOGRE_BONE		Rag Polished Jogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17489	PLACEHOLDER	RAG_ZOGRE_BONE		Rag Zogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17490	PLACEHOLDER	RAG_POT_ZOGRE_BONE		Rag Pot Zogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17491	PLACEHOLDER	RAG_POLISHED_ZOGRE_BONE		Rag Polished Zogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17492	PLACEHOLDER	RAG_MOGRE_BONE		Rag Mogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17493	PLACEHOLDER	RAG_POT_MOGRE_BONE		Rag Pot Mogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17494	PLACEHOLDER	RAG_POLISHED_MOGRE_BONE		Rag Polished Mogre Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17495	PLACEHOLDER	RAG_MONKEY_BONE		Rag Monkey Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17496	PLACEHOLDER	RAG_POT_MONKEY_BONE		Rag Pot Monkey Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17497	PLACEHOLDER	RAG_POLISHED_MONKEY_BONE		Rag Polished Monkey Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17498	PLACEHOLDER	RAG_DAGGANOTH_BONE		Rag Dagganoth Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17499	PLACEHOLDER	RAG_POT_DAGGANOTH_BONE		Rag Pot Dagganoth Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17500	PLACEHOLDER	RAG_POLISHED_DAGGANOTH_BONE		Rag Polished Dagganoth Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17501	PLACEHOLDER	RAG_SNAKE_BONE		Rag Snake Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17502	PLACEHOLDER	RAG_POT_SNAKE_BONE		Rag Pot Snake Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17503	PLACEHOLDER	RAG_POLISHED_SNAKE_BONE		Rag Polished Snake Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17504	PLACEHOLDER	RAG_ZOMBIE_BONE		Rag Zombie Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17505	PLACEHOLDER	RAG_POT_ZOMBIE_BONE		Rag Pot Zombie Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17506	PLACEHOLDER	RAG_POLISHED_ZOMBIE_BONE		Rag Polished Zombie Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17507	PLACEHOLDER	RAG_WEREWOLF_BONE		Rag Werewolf Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17508	PLACEHOLDER	RAG_POT_WEREWOLF_BONE		Rag Pot Werewolf Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17509	PLACEHOLDER	RAG_POLISHED_WEREWOLF_BONE		Rag Polished Werewolf Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17510	PLACEHOLDER	RAG_MOSS_GIANT_BONE		Rag Moss Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17511	PLACEHOLDER	RAG_POT_MOSS_GIANT_BONE		Rag Pot Moss Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17512	PLACEHOLDER	RAG_POLISHED_MOSS_GIANT_BONE		Rag Polished Moss Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17513	PLACEHOLDER	RAG_FIRE_GIANT_BONE		Rag Fire Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17514	PLACEHOLDER	RAG_POT_FIRE_GIANT_BONE		Rag Pot Fire Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17515	PLACEHOLDER	RAG_POLISHED_FIRE_GIANT_BONE		Rag Polished Fire Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17516	PLACEHOLDER	RAG_ICE_GIANT_BONE		Rag Ice Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17517	PLACEHOLDER	RAG_POT_ICE_GIANT_BONE		Rag Pot Ice Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17518	PLACEHOLDER	RAG_POLISHED_ICE_GIANT_BONE		Rag Polished Ice Giant Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17519	PLACEHOLDER	RAG_TERRORBIRD_BONE		Rag Terrorbird Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17520	PLACEHOLDER	RAG_POT_TERRORBIRD_BONE		Rag Pot Terrorbird Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17521	PLACEHOLDER	RAG_POLISHED_TERRORBIRD_BONE		Rag Polished Terrorbird Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17522	PLACEHOLDER	RAG_GHOUL_BONE		Rag Ghoul Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17523	PLACEHOLDER	RAG_POT_GHOUL_BONE		Rag Pot Ghoul Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17524	PLACEHOLDER	RAG_POLISHED_GHOUL_BONE		Rag Polished Ghoul Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17525	PLACEHOLDER	RAG_TROLL_BONE		Rag Troll Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17526	PLACEHOLDER	RAG_POT_TROLL_BONE		Rag Pot Troll Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17527	PLACEHOLDER	RAG_POLISHED_TROLL_BONE		Rag Polished Troll Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17528	PLACEHOLDER	RAG_SEAGULL_BONE		Rag Seagull Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17529	PLACEHOLDER	RAG_POT_SEAGULL_BONE		Rag Pot Seagull Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17530	PLACEHOLDER	RAG_POLISHED_SEAGULL_BONE		Rag Polished Seagull Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17531	PLACEHOLDER	RAG_UNDEAD_COW_BONE		Rag Undead Cow Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17532	PLACEHOLDER	RAG_POT_UNDEAD_COW_BONE		Rag Pot Undead Cow Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17533	PLACEHOLDER	RAG_POLISHED_UNDEAD_COW_BONE		Rag Polished Undead Cow Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17534	PLACEHOLDER	RAG_EXPERIMENT_BONE		Rag Experiment Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17535	PLACEHOLDER	RAG_POT_EXPERIMENT_BONE		Rag Pot Experiment Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17536	PLACEHOLDER	RAG_POLISHED_EXPERIMENT_BONE		Rag Polished Experiment Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17537	PLACEHOLDER	RAG_RABBIT_BONE		Rag Rabbit Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17538	PLACEHOLDER	RAG_POT_RABBIT_BONE		Rag Pot Rabbit Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17539	PLACEHOLDER	RAG_POLISHED_RABBIT_BONE		Rag Polished Rabbit Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17540	PLACEHOLDER	RAG_BABY_BASILISK_BONE		Rag Baby Basilisk Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17541	PLACEHOLDER	RAG_POT_BABY_BASILISK_BONE		Rag Pot Baby Basilisk Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17542	PLACEHOLDER	RAG_POLISHED_BABY_BASILISK_BONE		Rag Polished Baby Basilisk Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17543	PLACEHOLDER	RAG_DESERT_LIZARD_BONE		Rag Desert Lizard Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17544	PLACEHOLDER	RAG_POT_DESERT_LIZARD_BONE		Rag Pot Desert Lizard Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17545	PLACEHOLDER	RAG_POLISHED_DESERT_LIZARD_BONE		Rag Polished Desert Lizard Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17546	PLACEHOLDER	RAG_CAVE_GOBLIN_BONE		Rag Cave Goblin Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17547	PLACEHOLDER	RAG_POT_CAVE_GOBLIN_BONE		Rag Pot Cave Goblin Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17548	PLACEHOLDER	RAG_POLISHED_CAVE_GOBLIN_BONE		Rag Polished Cave Goblin Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17549	PLACEHOLDER	RAG_MEDIUM_FROG_BONE		Rag Medium Frog Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17550	PLACEHOLDER	RAG_POT_MEDIUM_FROG_BONE		Rag Pot Medium Frog Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17551	PLACEHOLDER	RAG_POLISHED_MEDIUM_FROG_BONE		Rag Polished Medium Frog Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17552	PLACEHOLDER	RAG_VULTURE_BONE		Rag Vulture Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17553	PLACEHOLDER	RAG_POT_VULTURE_BONE		Rag Pot Vulture Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17554	PLACEHOLDER	RAG_POLISHED_VULTURE_BONE		Rag Polished Vulture Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17555	PLACEHOLDER	RAG_JACKAL_BONE		Rag Jackal Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17556	PLACEHOLDER	RAG_POT_JACKAL_BONE		Rag Pot Jackal Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17557	PLACEHOLDER	RAG_POLISHED_JACKAL_BONE		Rag Polished Jackal Bone	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17558	PLACEHOLDER	RAG_RAM_HELM		Rag Ram Helm	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17559	PLACEHOLDER	RAG_BONESACK		Rag Bonesack	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17560	PLACEHOLDER	RAG_BOTTLE_WINE		Rag Bottle Wine	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17561	PLACEHOLDER	RAG_BOTTLE_EMPTY		Rag Bottle Empty	CLEANUP	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	cleanup
17562	PLACEHOLDER	FENK_STAR_AMULET		Fenk Star Amulet	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17563	PLACEHOLDER	FENK_MAUSOLEUM_KEY		Fenk Mausoleum Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17564	PLACEHOLDER	FENK_TOWER_KEY		Fenk Tower Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17565	PLACEHOLDER	FENK_SHED_KEY		Fenk Shed Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17566	PLACEHOLDER	FENK_MARBLE_AMULET		Fenk Marble Amulet	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17567	PLACEHOLDER	FENK_OBSIDIAN_AMULET		Fenk Obsidian Amulet	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17568	PLACEHOLDER	FENK_CANE		Fenk Cane	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17569	PLACEHOLDER	FENK_BRUSH0		Fenk Brush0	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17570	PLACEHOLDER	FENK_BRUSH1		Fenk Brush1	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17571	PLACEHOLDER	FENK_BRUSH2		Fenk Brush2	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17572	PLACEHOLDER	FENK_BRUSH3		Fenk Brush3	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17573	PLACEHOLDER	FENK_TORSO		Fenk Torso	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17574	PLACEHOLDER	FENK_ARMS		Fenk Arms	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17575	PLACEHOLDER	FENK_LEGS		Fenk Legs	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17576	PLACEHOLDER	FENK_HEAD_EMPTY		Fenk Head Empty	CLEANUP	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	cleanup
17577	PLACEHOLDER	FENK_HEAD_FULL		Fenk Head Full	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17578	PLACEHOLDER	FENK_BRAIN		Fenk Brain	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17579	PLACEHOLDER	FENK_LIGHTNING_MOULD		Fenk Lightning Mould	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17580	PLACEHOLDER	FENK_CONDUCTOR		Fenk Conductor	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17581	PLACEHOLDER	RING_OF_CHAROS		Ring Of Charos	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17582	PLACEHOLDER	FENK_JOURNAL		Fenk Journal	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17583	PLACEHOLDER	FENK_LETTER		Fenk Letter	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17584	PLACEHOLDER	PETECANDLESTICK		Petecandlestick	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17585	PLACEHOLDER	MASTER_THIEF_ARMBAND		Master Thief Armband	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17586	PLACEHOLDER	ICE_GLOVES		Ice Gloves	GEAR	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	gear
17587	PLACEHOLDER	BLAMISH_SNAIL_SLIME		Blamish Snail Slime	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17588	PLACEHOLDER	BLAMISH_OIL		Blamish Oil	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17589	PLACEHOLDER	HOT_FEATHER		Hot Feather	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17590	PLACEHOLDER	ID_PAPERS		Id Papers	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17591	PLACEHOLDER	OILY_FISHING_ROD		Oily Fishing Rod	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17592	PLACEHOLDER	MISC_KEY		Misc Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17593	PLACEHOLDER	GRIP_KEYS		Grip Keys	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17594	PLACEHOLDER	DUSTY_KEY		Dusty Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17595	PLACEHOLDER	JAIL_KEY		Jail Key	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17596	PLACEHOLDER	SERUM_BOOK		Serum Book	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17597	PLACEHOLDER	SHADE_BONES1		Shade Bones1	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17598	PLACEHOLDER	SHADE_BONES2		Shade Bones2	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17599	PLACEHOLDER	SHADE_BONES3		Shade Bones3	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17600	PLACEHOLDER	SHADE_BONES4		Shade Bones4	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17601	PLACEHOLDER	SHADE_BONES5		Shade Bones5	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17602	PLACEHOLDER	MORT_SERUM4		Mort Serum4	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17603	PLACEHOLDER	MORT_SERUM_PERM4		Mort Serum Perm4	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17604	PLACEHOLDER	LIMESTONEBRICK		Limestonebrick	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17605	PLACEHOLDER	OLIVEOIL4		Oliveoil4	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17606	PLACEHOLDER	SACRED_OIL4		Sacred Oil4	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
17607	PLACEHOLDER	LOGS_PYRE		Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17608	PLACEHOLDER	OAK_LOGS_PYRE		Oak Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17609	PLACEHOLDER	WILLOW_LOGS_PYRE		Willow Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17610	PLACEHOLDER	TEAK_LOGS_PYRE		Teak Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17611	PLACEHOLDER	MAPLE_LOGS_PYRE		Maple Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17612	PLACEHOLDER	ARCTIC_PINE_LOGS_PYRE		Arctic Pine Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17613	PLACEHOLDER	MAHOGANY_LOGS_PYRE		Mahogany Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17614	PLACEHOLDER	YEW_LOGS_PYRE		Yew Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17615	PLACEHOLDER	MAGIC_LOGS_PYRE		Magic Logs Pyre	SKILLING	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	skilling
17616	PLACEHOLDER	SHADEKEY_BRONZE_BLOODRED		Shadekey Bronze Bloodred	UNKNOWN	LOW	exclude-main-catalog,placeholder,missing-direct-javadoc	
